ID	RowID	LTARSite.Code	Category	DataSetVariableName	AttributeDescription	Units	TemporalResolution	TemporalResolutionStandard	StartDate	StartDateStandard	StartDateAgCROS	EndDate	EndDateStandard	EndDateAgCros	DateDif_yrs	ResponsiblePersons	StorageFormat	URLdataAccess	LocationIDoutsideNetwork	SpatialRepeats	SpatialDescription	PublicAccess	Network.Category	AgCROS.Table	AgCROS.VarName	NALT.Keywords	subsite	Repo.Name	Model.Name	NALT.Subject	ISO.Topic	Common.Experiment
TG5234	5234	TG	Land Management	mow			Event		1943	1943	1943-01-01	Present	now	2019-12-31	77	Smith	excel files	website				Open	Land Management	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Plant method, operations, soils	Land Management				Farms and Farming Systems	environment	
TG5235	5235	TG	Land Management	cleanout tanks			Event		1943	1943	1943-01-01	Present	now	2019-12-31	77		excel files	website				Open	Land Management	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Water, irrigation applied, no media	Land Management				Farms and Farming Systems	environment	
TG5236	5236	TG	Land Management	begin/end grazing			Event		1943	1943	1943-01-01	Present	now	2019-12-31	77	Smith	excel files	website				Open	Land Management	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Stocking rate, operation	Land Management				Farms and Farming Systems	environment	
TG5237	5237	TG	Manure	total N	TN in poultry litter	g/kg	Yearly	1 year	2001	2001	2001-01-01	2004	2004	2004-12-31	4	Harmel	?					?	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Total N	Animals, Soil, Manure				Farms and Farming Systems	farming	
TG5238	5238	TG	Manure	total P	TP in poultry litter	g/kg	Yearly	1 year	2001	2001	2001-01-01	2004	2004	2004-12-31	4	Harmel	?					?	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Total P	Animals, Soil, Manure				Farms and Farming Systems	farming	
TG5239	5239	TG	Manure	organic C	OC in poultry litter	g/kg	Yearly	1 year	2001	2001	2001-01-01	2004	2004	2004-12-31	4	Harmel	?					?	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	organic C	Animals, Soil, Manure				Farms and Farming Systems	farming	
TG5240	5240	TG	Manure	NO3-N	NO3-N in poultry litter	mg/kg	Yearly	1 year	2001	2001	2001-01-01	2004	2004	2004-12-31	4	Harmel	?					?	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	NO3	Animals, Soil, Manure				Farms and Farming Systems	farming	
TG5241	5241	TG	Manure	NH4-N	NH4-N in poultry litter	mg/kg	Yearly	1 year	2001	2001	2001-01-01	2004	2004	2004-12-31	4	Harmel	?					?	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	NH4-N	Animals, Soil, Manure				Farms and Farming Systems	farming	
TG5242	5242	TG	Manure	soluble reactive phosphorus	SRP in poultry litter	mg/kg	Yearly	1 year	2001	2001	2001-01-01	2004	2004	2004-12-31	4	Harmel	?					?	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	soluble reactive phosphorus	Animals, Soil, Manure				Farms and Farming Systems	farming	
TG5243	5243	TG	Manure	moisture	water in poultry litter	%	Yearly	1 year	2001	2001	2001-01-01	2004	2004	2004-12-31	4	Harmel	?					?	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	water content	Animals, Soil, Manure				Farms and Farming Systems	farming	
TG5244	5244	TG	Meterology	PAR	creosote morphological traits, reference	?	Event		2016	2016	2016-01-01	2016	2016	2016-12-31	1	Kim, Kiniry	?					?	Meteorology	WeatherDaily, WeatherStation	Photosynthetically active radiation	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5245	5245	TG	Meterology	avg temp	Riesel	C	Hourly	1 hour	2001	2001	2001-01-01	Present	now	2019-12-31	19		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily, mean	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5246	5246	TG	Meterology	max wind speed	Riesel	m/s	Hourly	1 hour	2001	2001	2001-01-01	Present	now	2019-12-31	19		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	wind speed, air, daily, max	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5247	5247	TG	Meterology	avg soil temp	Riesel	C	Hourly	1 hour	2001	2001	2001-01-01	Present	now	2019-12-31	19		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	avg soil temp	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5248	5248	TG	Meterology	max RH	Riesel, Temple	%	Hourly	1 hour	1996	1996	1996-01-01	Present	now	2019-12-31	24		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	Relative humidity, air, daily, max	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5249	5249	TG	Meterology	min RH	Riesel, Temple	%	Hourly	1 hour	1996	1996	1996-01-01	Present	now	2019-12-31	24		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	Relative humidity, air, daily, mean	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5250	5250	TG	Meterology	total solar rad	Riesel, Temple	kJ/m2	Hourly	1 hour	1996	1996	1996-01-01	Present	now	2019-12-31	24		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	Solar radiation, total, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5251	5251	TG	Meterology	avg wind speed	Riesel, Temple	m/s	Hourly	1 hour	1996	1996	1996-01-01	Present	now	2019-12-31	24		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	Wind direction air, daily, mean	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5252	5252	TG	Meterology	avg wind direction	Riesel, Temple	deg	Hourly	1 hour	1996	1996	1996-01-01	Present	now	2019-12-31	24		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	Wind speed, air, daily, mean	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5253	5253	TG	Meterology	max soil temp	Riesel, Temple	C	Hourly	1 hour	1996	1996	1996-01-01	Present	now	2019-12-31	24		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	max soil temp	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5254	5254	TG	Meterology	min soil temp	Riesel, Temple	C	Hourly	1 hour	1996	1996	1996-01-01	Present	now	2019-12-31	24		txt files	website				Open	Meteorology	WeatherDaily, WeatherStation	min soil temp	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5255	5255	TG	Meterology	deg. Days cool??	Temple	??	Daily, hourly?		1996	1996	1996-01-01	Present	now	2019-12-31	24		excel files	website				Open	Meteorology	WeatherDaily, WeatherStation	degree_days_above_15c	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5256	5256	TG	Meterology	deg. Days heat??	Temple	??	Daily, hourly?		1996	1996	1996-01-01	Present	now	2019-12-31	24		excel files	website				Open	Meteorology	WeatherDaily, WeatherStation	degree_days_above_15c	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5257	5257	TG	Meterology	avg vapor pressure	Temple	kPa	Daily, hourly?		1996	1996	1996-01-01	Present	now	2019-12-31	24		excel files	website				Open	Meteorology	WeatherDaily, WeatherStation	vapor pressure, mean	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5258	5258	TG	Meterology	max temp	Riesel, Temple	C	Daily, hourly		1940	1940	1940-01-01	Present	now	2019-12-31	80		excel files	website				Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily,maximum	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5259	5259	TG	Meterology	min temp	Riesel, Temple	C	Daily, hourly		1940	1940	1940-01-01	Present	now	2019-12-31	80		excel files	website				Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily, minimum	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5260	5260	TG	Meterology	precipitation	Riesel, Temple	inches, mm	Daily, hourly		1914	1914	1914-01-01	Present	now	2019-12-31	106		excel files	website				Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology		NAL Met Data Dashboard		Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
TG5261	5261	TG	Sediment	sediment concentration		ppm	Subdaily		1962	1962	1962-01-01	Present	now	2019-12-31	58		txt files	website				Open	Sediments	STEWARDS		Sediments				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5262	5262	TG	Sediment	sediment amount		t/a	Subdaily, daily, monthly		1939	1939	1939-01-01	Present	now	2019-12-31	81		txt files	website				Open	Sediments	STEWARDS		Sediments				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5263	5263	TG	Soil	total carbon	soil properties w/ poultry litter application	g/kg	Event		2000	2000	2000-01-01	2004	2004	2004-12-31	5	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil carbon, soil, mean or single measurement	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5264	5264	TG	Soil	organic carbon	soil properties w/ poultry litter application	g/kg	Event		2000	2000	2000-01-01	2004	2004	2004-12-31	5	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Organic soil carbon, soil, mean or single measurement	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5265	5265	TG	Soil	total nitrogen	soil properties w/ poultry litter application	g/kg	Event		2000	2000	2000-01-01	2004	2004	2004-12-31	5	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Total soil nitrogen, soil, mean or single measurement	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5266	5266	TG	Soil	total phosphorus	soil properties w/ poultry litter application	g/kg	Event		2000	2000	2000-01-01	2004	2004	2004-12-31	5	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Phosphorus, soil	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5267	5267	TG	Soil	pH	soil properties w/ poultry litter application	g/kg	Event		2000	2000	2000-01-01	2004	2004	2004-12-31	5	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil pH	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5270	5270	TG	Soil biology	microbial biomass carbon	soil properties w/ poultry litter application	mg/kg	Event		2002	2002	2002-01-01	2004	2004	2004-12-31	3	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Microbial biomass carbon, soil					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5271	5271	TG	Soil biology	microbial biomass nitrogen	soil properties w/ poultry litter application	mg/kg	Event		2002	2002	2002-01-01	2004	2004	2004-12-31	3	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Microbial biomass nitrogen, soil					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5272	5272	TG	Soil biology	beta-glucosidase	soil properties w/ poultry litter application	mg PN/kg	Yearly	1 year	2002	2002	2002-01-01	2004	2004	2004-12-31	3	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Beta_Glucosidase, soil					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5273	5273	TG	Soil biology	alpha-glucosidase	soil properties w/ poultry litter application	mg PN/kg	Yearly	1 year	2002	2002	2002-01-01	2004	2004	2004-12-31	3	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	alpha-glucosidase	Soil, Soil Biology				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5274	5274	TG	Soil biology	beta-glucosaminidase	soil properties w/ poultry litter application	mg PN/kg	Yearly	1 year	2002	2002	2002-01-01	2004	2004	2004-12-31	3	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Beta_Glucosaminidase_NAG, soil					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5275	5275	TG	Soil biology	arylsulfatase	soil properties w/ poultry litter application	mg PN/kg	Yearly	1 year	2002	2002	2002-01-01	2004	2004	2004-12-31	3	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	arylsulfatase					Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5276	5276	TG	Soil biology	alkaline phosphatase	soil properties w/ poultry litter application	mg PN/kg	Yearly	1 year	2002	2002	2002-01-01	2004	2004	2004-12-31	3	Harmel	?					?	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Alkaline_Phosphatase, soil	Soil, Soil Biology				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
TG5277	5277	TG	Crop	yield		bu/acre	Event		1939	1939		Present	Present			Smith	excel files					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Crop Yield	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5278	5278	TG	Crop	total biomass	biomass sorghum, performance evaluation	Mg/ha	Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground live, plant tissue, mean or single measurement	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5279	5279	TG	Crop	leaf biomass	biomass sorghum, performance evaluation	Mg/ha	Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground dead, plant tissue, mean or single measurement	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5280	5280	TG	Crop	stem biomass	biomass sorghum, performance evaluation	Mg/ha	Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground dead, plant tissue, mean or single measurement	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5281	5281	TG	Crop	head dry biomass	biomass sorghum, performance evaluation	Mg/ha	Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground dead, plant tissue, mean or single measurement	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5282	5282	TG	Crop	height	biomass sorghum, performance evaluation	m	Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Ground cover, vegetated, none, mean or single measurement, fraction of land area	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5283	5283	TG	Crop	leaf area indices	biomass sorghum, performance evaluation		Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf area index, live, none, mean or single measurement, fraction of land area	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5284	5284	TG	Crop	avg light extinction coefficient	biomass sorghum, performance evaluation		Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground live, plant tissue, mean or single measurement	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5285	5285	TG	Crop	plant growth rate	biomass sorghum, performance evaluation	kg/ha/day	Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground live, plant tissue, mean or single measurement	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5286	5286	TG	Crop	avg radiation use efficiency	biomass sorghum, performance evaluation	g/MJ	Yearly	1 year	2012	2012	2012-01-01	2013	2013	2013-12-31	2	Meki	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	radiation use efficiency	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5287	5287	TG	Crop	sum degree days	12 cultivars of spring canola like mustard	days	Yearly?	1 year	2013	2013	2013-01-01	2015	2015	2015-12-31	3	Kiniry	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	degree days	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5288	5288	TG	Crop	days after planting	13 cultivars of spring canola like mustard	days	Yearly?	1 year	2013	2013	2013-01-01	2015	2015	2015-12-31	3	Kiniry	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	degree days	Vegetation, Crop				Natural Resources, Earth and Environmental Sciences	biota	
TG5289	5289	TG	Plant	canopy height	switchgrass genotypic variation, c4 grass, functional trait	cm	Event		2011	2011	2011-01-01	2011?	2011	2011-12-31	1	Johnson, Kiniry, Fay	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Ground cover, vegetated, none, mean or single measurement, fraction of land area	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
TG5290	5290	TG	Plant	basal area	switchgrass genotypic variation, c4 grass, functional trait	cm2	Event		2011	2011	2011-01-01	2011?	2011	2011-12-31	1	Johnson, Kiniry, Fay	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Ground cover, vegetated, none, mean or single measurement, fraction of land area	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
TG5291	5291	TG	Plant	leaf length	switchgrass genotypic variation, c4 grass, functional trait	cm	Event		2011	2011	2011-01-01	2011?	2011	2011-12-31	1	Johnson, Kiniry, Fay	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf area index, live, none, mean or single measurement, fraction of land area	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
TG5292	5292	TG	Plant	leaf width	switchgrass genotypic variation, c4 grass, functional trait	mm	Event		2011	2011	2011-01-01	2011?	2011	2011-12-31	1	Johnson, Kiniry, Fay	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf area index, live, none, mean or single measurement, fraction of land area	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
TG5293	5293	TG	Plant	tiller internode length	switchgrass genotypic variation, c4 grass, functional trait	cm	Event		2011	2011	2011-01-01	2011?	2011	2011-12-31	1	Johnson, Kiniry, Fay	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf area index, live, none, mean or single measurement, fraction of land area	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
TG5294	5294	TG	Plant	internode diameter	switchgrass genotypic variation, c4 grass, functional trait	mm	Event		2011	2011	2011-01-01	2011?	2011	2011-12-31	1	Johnson, Kiniry, Fay	?					?	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Leaf area index, live, none, mean or single measurement, fraction of land area	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
