ID	RowID	LTARSite.Code	Category	DataSetVariableName	AttributeDescription	Units	TemporalResolution	TemporalResolutionStandard	StartDate	StartDateStandard	StartDateAgCROS	EndDate	EndDateStandard	EndDateAgCros	DateDif_yrs	ResponsiblePersons	StorageFormat	URLdataAccess	LocationIDoutsideNetwork	SpatialRepeats	SpatialDescription	PublicAccess	Network.Category	AgCROS.Table	AgCROS.VarName	NALT.Keywords	subsite	Repo.Name	Model.Name	NALT.Subject	ISO.Topic	Common.Experiment
ECB741	741	ECB	SOIL CHEMISTRY	pH			Annual	1 year				Present	now	2019-12-31	120	Emily Duncan	Excel Sheets	Excel Sheets					Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil pH	Soil, Soil Chemistry				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
ECB742	742	ECB	SOIL PHYSICS	Macro-aggregation		%										Emily Duncan	Excel Sheets						Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Water Stable Aggregates, soil	Soil Physics				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
ECB743	743	ECB	SOIL PHYSICS	Mid Near Infrared Total C		g C/kg soil										Emily Duncan	Excel Sheets						Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Near Infrared Total carbon, soil	Soil Physics				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
ECB744	744	ECB	SOIL PHYSICS	Particle-Size Distribution		%	One time	NA				intermittent				Emily Duncan	Excel Sheets	Excel Sheets					Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Micro or Macroaggregation	Soil Physics				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
ECB745	745	ECB	SOIL PHYSICS	Particle-Size Distribution		%										Emily Duncan	Excel Sheets						Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Micro or Macroaggregation	Soil Physics				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
ECB746	746	ECB	SOIL PHYSICS	Soil Heat Flux		MJ/m2										Emily Duncan	Excel Sheets						Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Soil heat flux, soil	Soil Physics				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
ECB747	747	ECB	SOIL PHYSICS	Water Stable Aggregates		g C/kg soil										Emily Duncan	Excel Sheets						Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Water Stable Aggregates, soil	Soil Physics				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
ECB748	748	ECB	HARVEST REMOVAL	Unit Grain Weight		mg biomass																	Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Kernel weight, plant tissue	Vegetation, Crop, Harvesting				Natural Resources, Earth and Environmental Sciences	biota	
ECB749	749	ECB	HARVEST REMOVAL	Above Ground Biomass		kg biomass/ha	Annual	1 year				Present	now	2019-12-31	120			Excel Sheets					Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground live, plant tissue, mean or single measurement	Vegetation, Crop, Harvesting				Natural Resources, Earth and Environmental Sciences	biota	
ECB750	750	ECB	WATER QUALITY	TP		ppm	Event					2011	2011	2011-12-31	112	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
ECB751	751	ECB	WATER QUALITY	Alkaline Persulfate Total Nitrogen		µg/ml	Event					Present	now	2019-12-31	120	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
ECB752	752	ECB	WATER QUALITY	NH3/NH4		ppm	Event					Present	now	2019-12-31	120	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
ECB753	753	ECB	WATER QUALITY	NO3		ppm	Event					Present	now	2019-12-31	120	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
ECB754	754	ECB	WATER QUALITY	Ortho P		ppm	Event					Present	now	2019-12-31	120	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
ECB755	755	ECB	WATER QUALITY	P		µg/ml	Event					Present	now	2019-12-31	120	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
ECB756	756	ECB	WATER QUALITY	Sediments		g/l	Event					Present	now	2019-12-31	120	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
ECB757	757	ECB	WATER QUALITY	Total N		ppm	Event					Present	now	2019-12-31	120	Eric Fischer	Excel Sheets	Excel Sheets					Water Quality	STEWARDS		Water Quality				Natural Resources, Earth and Environmental Sciences	inlandWaters	
