ID	RowID	LTARSite.Code	Category	DataSetVariableName	AttributeDescription	Units	TemporalResolution	TemporalResolutionStandard	StartDate	StartDateStandard	StartDateAgCROS	EndDate	EndDateStandard	EndDateAgCros	DateDif_yrs	ResponsiblePersons	StorageFormat	URLdataAccess	LocationIDoutsideNetwork	SpatialRepeats	SpatialDescription	PublicAccess	Network.Category	AgCROS.Table	AgCROS.VarName	NALT.Keywords	subsite	Repo.Name	Model.Name	NALT.Subject	ISO.Topic	Common.Experiment
UCB5344	5344	UCB	GREENHOUSE GAS FLUX	Air Temp	Air Temperature	Deg C	15 minute	15 minute	4/18/2005			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		1	PAUP	Open	Greenhouse Gas Emissions	MeasGHGFlux	Temperature, air, sample period, mean or single measurement	Greenhouse Gas Emissions				Physical and Chemical Sciences	climatologyMeteorologyAtmosphere	no
UCB5345	5345	UCB	GREENHOUSE GAS FLUX	CH4	Methane carbon mass	g C/ha/day	Daily	Daily	4/18/2005			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		1	PAUP	Open	Greenhouse Gas Emissions	MeasGHGFlux	Methane, air, daily, mean or single measurement	Greenhouse Gas Emissions				Physical and Chemical Sciences	climatologyMeteorologyAtmosphere	no
UCB5346	5346	UCB	GREENHOUSE GAS FLUX	CO2	Carbon Dioxide carbon mass	g C/ha/day	Daily	Daily	4/18/2005			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		1	PAUP	Open	Greenhouse Gas Emissions	MeasGHGFlux	Carbon dioxide, air, daily, mean or single measurement	Greenhouse Gas Emissions				Physical and Chemical Sciences	climatologyMeteorologyAtmosphere	no
UCB5347	5347	UCB	GREENHOUSE GAS FLUX	N2O	Nitrous Oxide mass	g N/ha/day	Daily	Daily	4/18/2005			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		1	PAUP	Open	Greenhouse Gas Emissions	MeasGHGFlux	Nitrous oxide, air, daily, mean or single measurement	Greenhouse Gas Emissions				Physical and Chemical Sciences	climatologyMeteorologyAtmosphere	no
UCB5348	5348	UCB	GREENHOUSE GAS FLUX	Soil Moisture	Soil moisture percent	% vol (cm3H2O/cm3soil)	15 minute	15 minute	4/18/2005			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		1	PAUP	Open	Greenhouse Gas Emissions	MeasGHGFlux	Soil moisture, soil, mean or single measurement	Greenhouse Gas Emissions				Physical and Chemical Sciences	climatologyMeteorologyAtmosphere	no
UCB5349	5349	UCB	GREENHOUSE GAS FLUX	Soil Temp	Soil temperature	Deg C	15 minute	15 minute	4/18/2005			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		1	PAUP	Open	Greenhouse Gas Emissions	MeasGHGFlux	Temperature, soil, sample period, mean or single measurement	Greenhouse Gas Emissions				Physical and Chemical Sciences	climatologyMeteorologyAtmosphere	no
UCB5350	5350	UCB	HYDROLOGY	Discharge	Flow rate liters per second	L/s	15 minute	15 minute	7/1/2014	2014-07-01	2014-07-01	Present	now	2019-12-31	6	Kennedy	Excel Sheets			3	TID3	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5351	5351	UCB	HYDROLOGY	Discharge	Flow rate liters per second	L/s	15 minute	15 minute	7/1/2014	2014-07-01	2014-07-01	Present	now	2019-12-31	6	Kennedy	Excel Sheets			3	TID3	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5352	5352	UCB	HYDROLOGY	Discharge	Flow rate liters per second	L/s	15 minute	15 minute	9/1/2013	2013-09-01	2013-09-01	Present	now	2019-12-31	6	Kennedy	Excel Sheets			3	FR-D	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5353	5353	UCB	HYDROLOGY	Discharge	Flow rate liters per second	L/s	15 minute	15 minute	9/1/2013	2013-09-01	2013-09-01	Present	now	2019-12-31	6	Kennedy	Excel Sheets			3	RB-HF2	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5354	5354	UCB	HYDROLOGY	Discharge	Flow rate liters per second	L/s	15 minute	15 minute	9/1/2013	2013-09-01	2013-09-01	Present	now	2019-12-31	6	Kennedy	Excel Sheets			3	FR-D	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5355	5355	UCB	HYDROLOGY	Discharge	Flow rate liters per second	L/s	15 minute	15 minute	9/1/2013	2013-09-01	2013-09-01	Present	now	2019-12-31	6	Kennedy	Excel Sheets			3	RB-HF2	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5356	5356	UCB	Hydrology	Flow	5-minute flow rate	L/5 min	5 minute	5 minute	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Folmar	Excel Sheets			24	Kepler Lysimeters	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5357	5357	UCB	Hydrology	Flow	5-minute flow rate	L/5 min	5 minute	5 minute	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Folmar	Excel Sheets			24	Kepler Lysimeters	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5358	5358	UCB	HYDROLOGY	Discharge	Flow rate cubic feet per second	cfs	5 minute	5 minute	1/1/1997	1997-01-01	1997-01-01	Present	now	2019-12-31	23	Folmar	SQL DB			1	FD-36	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5359	5359	UCB	HYDROLOGY	Discharge	Flow rate cubic feet per second	cfs	5 minute	5 minute	1/1/1997	1997-01-01	1997-01-01	Present	now	2019-12-31	23	Folmar	SQL DB			1	FD-36	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5360	5360	UCB	HYDROLOGY	Discharge	Flow rate cubic feet per second	cfs	5 minute	5 minute	1/1/1968	1968-01-01	1968-01-01	Present	now	2019-12-31	52	Folmar	SQL DB			1	WE-38	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5361	5361	UCB	HYDROLOGY	Discharge	Flow rate cubic feet per second	cfs	5 minute	5 minute	1/1/1968	1968-01-01	1968-01-01	Present	now	2019-12-31	52	Folmar	SQL DB			1	WE-38	Open	Hydrology	STEWARDS	unresolved	Hydrology				Natural Resources, Earth and Environmental Sciences	inlandWaters	yes
UCB5362	5362	UCB	Manure	Available N	Nitrogen	lbs/Ton	Annual	1 year	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Saporito	Excel Sheets			12	Kepler Lysimeters	Closed	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Potentially Mineralizable N	Animals, Soil, Manure				Farms and Farming Systems	farming	yes
UCB5363	5363	UCB	Manure	NH4-N	Nitrogen from Ammonium	lbs/Ton	Annual	1 year	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Saporito	Excel Sheets			12	Kepler Lysimeters	Closed	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	NH4-N	Animals, Soil, Manure				Farms and Farming Systems	farming	yes
UCB5364	5364	UCB	Manure	pH	pH		Annual	1 year	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Saporito	Excel Sheets			12	Kepler Lysimeters	Closed	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	pH	Animals, Soil, Manure				Farms and Farming Systems	farming	yes
UCB5365	5365	UCB	Manure	Solids	solids	lbs/Ton	Annual	1 year	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Saporito	Excel Sheets			12	Kepler Lysimeters	Closed	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	unresolved	Animals, Soil, Manure				Farms and Farming Systems	farming	yes
UCB5366	5366	UCB	Manure	Total N	Total Nitrogen	lbs/Ton	Annual	1 year	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Saporito	Excel Sheets			12	Kepler Lysimeters	Closed	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Total N	Animals, Soil, Manure				Farms and Farming Systems	farming	yes
UCB5367	5367	UCB	Manure	Total P205	Total Phosphorus	lbs/Ton	Annual	1 year	1/2/2011	2011-01-02	2011-01-02	Present	now	2019-12-31	9	Saporito	Excel Sheets			12	Kepler Lysimeters	Closed	Manure	MgtAmendments, MgtPlanting, MgtTillage, MgtGrowthStages, MgtResidue, MgtGrazing	Total P	Animals, Soil, Manure				Farms and Farming Systems	farming	yes
UCB5368	5368	UCB	METEOROLOGY	Incoming longwave radiation	incoming longwave radiation	W/m2	15 minute	15 minute	11/20/2015	2015-11-20	2015-11-20	Present	now	2019-12-31	4	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker Eddy	Open	Meteorology	WeatherDaily, WeatherStation	ave_incoming_longwave radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5369	5369	UCB	METEOROLOGY	Incoming shortwave radiation	incoming shortwave radiation	W/m2	15 minute	15 minute	11/20/2015	2015-11-20	2015-11-20	Present	now	2019-12-31	4	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker Eddy	Open	Meteorology	WeatherDaily, WeatherStation	ave_incoming_shortwave radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5370	5370	UCB	METEOROLOGY	Photosynthetically Active Radiation	photosynthetically active radiation	µmol/m2/s	15 minute	15 minute	11/20/2015	2015-11-20	2015-11-20	Present	now	2019-12-31	4	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker Eddy	Open	Meteorology	WeatherDaily, WeatherStation	Photosynthetically active radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5371	5371	UCB	METEOROLOGY	Air Pressure	air pressure	kPa	15 minute	15 minute	6/4/2015	2015-06-04	2015-06-04	Present	now	2019-12-31	5	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker LTAR	Open	Meteorology	WeatherDaily, WeatherStation	Pressure	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5372	5372	UCB	METEOROLOGY	Air Temperature	air temperature	Deg C	15 minute	15 minute	6/4/2015	2015-06-04	2015-06-04	Present	now	2019-12-31	5	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker LTAR	Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily,maximum	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5373	5373	UCB	METEOROLOGY	Relative Humidity	relative humidity	%	15 minute	15 minute	6/4/2015	2015-06-04	2015-06-04	Present	now	2019-12-31	5	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker LTAR	Open	Meteorology	WeatherDaily, WeatherStation	Relative humidity, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5374	5374	UCB	METEOROLOGY	Wind Direction	wind direction	Deg	15 minute	15 minute	6/4/2015	2015-06-04	2015-06-04	Present	now	2019-12-31	5	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker LTAR	Open	Meteorology	WeatherDaily, WeatherStation	Wind direction air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5375	5375	UCB	METEOROLOGY	Wind Speed	wind speed	m/s	15 minute	15 minute	6/4/2015	2015-06-04	2015-06-04	Present	now	2019-12-31	5	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker LTAR	Open	Meteorology	WeatherDaily, WeatherStation	Wind speed, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5376	5376	UCB	METEOROLOGY	Air Temperature	air temperature	Deg F	5 minute	5 minute	9/1/2012	2012-09-01	2012-09-01	Present	now	2019-12-31	7	Folmar	SQL DB			1	Anderson Creek	Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	no
UCB5377	5377	UCB	METEOROLOGY	Relative Humidity	relative humidity	%	5 minute	5 minute	9/1/2012	2012-09-01	2012-09-01	Present	now	2019-12-31	7	Folmar	SQL DB			1	Anderson Creek	Open	Meteorology	WeatherDaily, WeatherStation	Relative humidity, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	no
UCB5378	5378	UCB	METEOROLOGY	Wind Speed	wind speed	mph	5 minute	5 minute	9/1/2012	2012-09-01	2012-09-01	Present	now	2019-12-31	7	Folmar	SQL DB			1	Anderson Creek	Open	Meteorology	WeatherDaily, WeatherStation	Wind speed, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	no
UCB5379	5379	UCB	METEOROLOGY	Air Pressure	air pressure	kPa	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	Pressure	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5380	5380	UCB	METEOROLOGY	Air Temperature	air temperature	Deg F	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily, minimum	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5381	5381	UCB	METEOROLOGY	Incoming longwave radiation	incoming longwave radiation	W/m2	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	ave_incoming_longwave radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5382	5382	UCB	METEOROLOGY	Photosynthetically Active Radiation	photosynthetically active radiation	µmol/m2/s	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	Photosynthetically active radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5383	5383	UCB	METEOROLOGY	Relative Humidity	relative humidity	%	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	Relative humidity, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5384	5384	UCB	METEOROLOGY	Wind Direction	wind direction	Deg	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	Wind direction air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5385	5385	UCB	METEOROLOGY	Wind Speed	wind speed	m/s	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	Wind speed, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5386	5386	UCB	METEOROLOGY	Air Temperature	air temperature	Deg F	Daily	1 day	1/1/1979	1979-01-01	1979-01-01	12/31/1996	1996-12-31	1996-12-31	18	Folmar	SQL DB			1	MD-38	Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5387	5387	UCB	METEOROLOGY	Relative Humidity	relative humidity	%	Daily	1 day	1/1/1979	1979-01-01	1979-01-01	12/31/1996	1996-12-31	1996-12-31	18	Folmar	SQL DB			1	MD-38	Open	Meteorology	WeatherDaily, WeatherStation	Relative humidity, air, daily, max	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5388	5388	UCB	METEOROLOGY	Air Temperature	air temperature	Deg F	5 minute	5 minute	1/1/1997	1997-01-01	1997-01-01	Present	now	2019-12-31	23	Folmar	SQL DB			1	MD-38	Open	Meteorology	WeatherDaily, WeatherStation	Temperature, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5389	5389	UCB	METEOROLOGY	Photosynthetically Active Radiation	photosynthetically active radiation	µmol/m2/s	5 minute	5 minute	1/1/1997	1997-01-01	1997-01-01	Present	now	2019-12-31	23	Folmar	SQL DB			1	MD-38	Open	Meteorology	WeatherDaily, WeatherStation	Photosynthetically active radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5390	5390	UCB	METEOROLOGY	Relative Humidity	relative humidity	%	5 minute	5 minute	1/1/1997	1997-01-01	1997-01-01	Present	now	2019-12-31	23	Folmar	SQL DB			1	MD-38	Open	Meteorology	WeatherDaily, WeatherStation	Relative humidity, air, daily, min	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5391	5391	UCB	METEOROLOGY	Wind Speed	wind speed	mph	5 minute	5 minute	1/1/1997	1997-01-01	1997-01-01	Present	now	2019-12-31	23	Folmar	SQL DB			1	MD-38	Open	Meteorology	WeatherDaily, WeatherStation	Wind speed, air, daily, mean	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5392	5392	UCB	PRECIPITATION	Precipitation	precipitation	mm	15 minute	15 minute	6/4/2015	2015-06-04	2015-06-04	Present	now	2019-12-31	5	Gonet	SQL DB	https://ltar.nal.usda.gov/		1	Hawbecker LTAR	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5393	5393	UCB	PRECIPITATION	Precipitation	precipitation	inches	5 minute	5 minute	9/1/2012	2012-09-01	2012-09-01	Present	now	2019-12-31	7	Folmar	SQL DB			1	Anderson Creek	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	no
UCB5394	5394	UCB	PRECIPITATION	Precipitation	precipitation	inches	5 minute	5 minute	1/1/2011	2011-01-01	2011-01-01	Present	now	2019-12-31	9	Folmar	Excel Sheets			1	Kepler Lysimeters	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5395	5395	UCB	PRECIPITATION	Precipitation	precipitation	inches	5 minute	5 minute	1/1/1979	1979-01-01	1979-01-01	Present	now	2019-12-31	41	Folmar	SQL DB			1	MD-38	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5396	5396	UCB	PRECIPITATION	Precipitation	precipitation	inches	5 minute	5 minute	1/1/1968	1968-01-01	1968-01-01	Present	now	2019-12-31	52	Folmar	SQL DB			1	RB-37	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5397	5397	UCB	PRECIPITATION	Precipitation	precipitation	inches	5 minute	5 minute	1/1/1968	1968-01-01	1968-01-01	Present	now	2019-12-31	52	Folmar	SQL DB			1	RE-37	Open	Meteorology	WeatherDaily, WeatherStation	Precipitation, total, no media, daily	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	yes
UCB5398	5398	UCB	SOIL BIOLOGY	Acid Phosphatase	Acid Phosphatase	mg ?-nitrophenol released kg-1 soil  h-1 @ ph 6.5	Annual		4/18/05			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		8	PAUP	Open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Acid_Phosphatase, soil	Soil, Soil Biology				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
UCB5399	5399	UCB	SOIL BIOLOGY	Alkaline Phosphatase	Alkaline Phosphatase	mg ?-nitrophenol released kg-1 soil  h-1 @ pH 11.0	Annual		4/18/05			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		8	PAUP	Open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Alkaline_Phosphatase, soil	Soil, Soil Biology				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
UCB5400	5400	UCB	SOIL BIOLOGY	Beta Glucosaminidase NAG	Beta Glucosaminidase NAG	mg ?-nitrophenol released kg-1 soil  h-1	Annual		4/18/05			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		8	PAUP	Open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Beta_Glucosaminidase_NAG, soil	Soil, Soil Biology				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
UCB5401	5401	UCB	SOIL BIOLOGY	Beta Glucosidase	Beta Glucosidase	mg ?-nitrophenol released kg-1 soil  h-1	Annual		4/18/05			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		8	PAUP	Open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Beta_Glucosidase, soil	Soil, Soil Biology				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
UCB5402	5402	UCB	SOIL BIOLOGY	Fluorescein Diacetate Hydrolysis	Fluorescein Diacetate Hydrolysis	mg fluorescein kg-1 h-1	Annual		4/18/05			Present				Dell	SQL DB	https://agcros-usdaars.opendata.arcgis.com/		8	PAUP	Open	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	Fluorescein_Diacetate_Hydrolysis	Soil, Soil Biology				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	no
