ID	RowID	LTARSite.Code	Category	DataSetVariableName	AttributeDescription	Units	TemporalResolution	TemporalResolutionStandard	StartDate	StartDateStandard	StartDateAgCROS	EndDate	EndDateStandard	EndDateAgCros	DateDif_yrs	ResponsiblePersons	StorageFormat	URLdataAccess	LocationIDoutsideNetwork	SpatialRepeats	SpatialDescription	PublicAccess	Network.Category	AgCROS.Table	AgCROS.VarName	NALT.Keywords	subsite	Repo.Name	Model.Name	NALT.Subject	ISO.Topic	Common.Experiment
NP5021	5021	NP	Micrometeorology		Atmospheric pressure, transducer in IRGA model LI-7500A												.CSV						Meteorology	WeatherDaily, WeatherStation	Pressure	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5022	5022	NP	Micrometeorology		Photosynthetically active radiation (PAR), quantum sensor model LI-190SB												.CSV						Meteorology	WeatherDaily, WeatherStation	Photosynthetically active radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5023	5023	NP	Micrometeorology		Incoming short-wave radiation, up-looking pyranometer model CNR4												.CSV						Meteorology	WeatherDaily, WeatherStation	ave_incoming_shortwave radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5024	5024	NP	Micrometeorology		Incoming long-wave radiation, up-looking pyrgeometer model CNR4												.CSV						Meteorology	WeatherDaily, WeatherStation	ave_incoming_longwave radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5025	5025	NP	Micrometeorology		Outgoing short-wave radiation, down-looking pyranometer model CNR4												.CSV						Meteorology	WeatherDaily, WeatherStation	ave_outgoing_shortwave radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5026	5026	NP	Micrometeorology		Outgoing long-wave radiation, down-looking pyrgeometer model CNR4												.CSV						Meteorology	WeatherDaily, WeatherStation	ave_outgoing_longwave radiation	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5027	5027	NP	Micrometeorology		Soil heat flux, model HFT3.1												.CSV						Meteorology	WeatherDaily, WeatherStation	Solar radiation, bare ground, no media, daily, total	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5028	5028	NP	Micrometeorology		Soil moisture at various depths, models: EnviroScan, CS616, 5TM												.CSV						Meteorology	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5029	5029	NP	Micrometeorology		Soil temperature at various depths, models: TCAV, 5TM, SO-110												.CSV						Meteorology	WeatherDaily, WeatherStation	avg soil temp	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5030	5030	NP	Micrometeorology		Soil oxygen at various depths, model SO-110												.CSV						Meteorology	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	oxygen	Meteorology, Eddy Covariance				Natural Resources, Earth and Environmental Sciences	climatologyMeteorologyAtmosphere	
NP5031	5031	NP	Phenology		Phenocam at each eddy covariance station, BAU (Field H5) and ASP (Field I2)												.JPG						Phenology	new ecology	PhenoCam	Remote Sensing, Phenology				Natural Resources, Earth and Environmental Sciences	biota	
NP5032	5032	NP	Phenology		Spectral reflectance sensors, models SRS-NDVI and SRS-PRI												.CSV						Phenology	new ecology	PhenoCam	Remote Sensing, Phenology				Natural Resources, Earth and Environmental Sciences	biota	
NP5033	5033	NP	Phenology		Landsat 8 imageries												.TIF						Phenology	new ecology	PhenoCam	Remote Sensing, Phenology				Natural Resources, Earth and Environmental Sciences	biota	
NP5034	5034	NP	Soil Properties	soil physical properties and processes	soil physical properties and processes												.XLS, .ACCDB, .MDB					Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil classification	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
NP5035	5035	NP	Soil Properties	soil chemical properties and processes	soil chemical properties and processes												.XLS, .ACCDB, .MDB					Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil classification	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
NP5036	5036	NP	Soil Properties	soil biological properties and processes	soil biological properties and processes												.XLS, .ACCDB, .MDB					Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil classification	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
NP5037	5037	NP	Soil Properties	Soil temperature	Soil temperature												.XLS, .ACCDB, .MDB					Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil temperature	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
NP5038	5038	NP	Soil Properties	Soil water content	Soil water content												.XLS, .ACCDB, .MDB					Closed	Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Soil				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
NP5039	5039	NP	Soil-Atmosphere Gas Flux		Soil temperature												.XLS, .ACCDB, .MDB						Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil temperature	Soil, Soil Respiration				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
NP5040	5040	NP	Soil-Atmosphere Gas Flux		Soil water content												.XLS, .ACCDB, .MDB						Soil	MeasSoilCover, MeasSoilChem, MeasSoilPhys, MeasSoilBiol	soil moisture	Soil, Soil Respiration				Natural Resources, Earth and Environmental Sciences	geoscientificInformation	
NP5041	5041	NP	Vegetation		Above-ground biomass, plant height, phenology, leaf area index (LAI)												.XLS						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground live, plant tissue, mean or single measurement	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5042	5042	NP	Vegetation		Biomass, aboveground, plant tissue, mean or single measurement, kilograms per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Biomass, aboveground live, plant tissue, mean or single measurement	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5043	5043	NP	Vegetation		Individual kernel weight, plant tissue, mean or single measurement, megagrams												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Kernel weight, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5044	5044	NP	Vegetation		Grain harvest, plant tissue, mean or single measurement, kilograms per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Kernel weight, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5045	5045	NP	Vegetation		Grain moisture content, plant tissue, mean or single measurement, percent												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Moisture in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5046	5046	NP	Vegetation		Carbon, grain, plant tissue, mean or single measurement, kilograms of carbon per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Carbon in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5047	5047	NP	Vegetation		Nitrogen, grain, plant tissue, mean or single measurement, kilograms of nitrogen per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Nitrogen in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5048	5048	NP	Vegetation		Crop residue, harvested aboveground, plant tissue, mean or single measurement, kilograms per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Crop Yield	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5049	5049	NP	Vegetation		Crop residue moisture content, plant tissue, mean or single measurement, percent												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Moisture in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5050	5050	NP	Vegetation		Carbon, harvested crop residue, plant tissue, mean or single measurement, kilograms of carbon per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Carbon in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5051	5051	NP	Vegetation		Nitrogen, harvested crop residue, plant tissue, mean or single measurement, kilograms of carbon per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Nitrogen in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5052	5052	NP	Vegetation		Crop residue, non harvested aboveground, plant tissue, mean or single measurement, kilograms per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Crop Yield	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5053	5053	NP	Vegetation		Crop residue moisture content, plant tissue, mean or single measurement, percent												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Moisture in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5054	5054	NP	Vegetation		Carbon, non harvested crop residue, plant tissue, mean or single measurement, kilograms of carbon per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Carbon in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5055	5055	NP	Vegetation		Nitrogen, non harvested crop residue, plant tissue, mean or single measurement, kilograms of nitrogen per hectare												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Nitrogen in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5056	5056	NP	Vegetation		Neutral Detergent Fiber, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Acid Detergent Fiber, plant tissue, grans per kilogram	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5057	5057	NP	Vegetation		Acid Detergent Fiber, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Acid Detergent Fiber, plant tissue, grans per kilogram	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5058	5058	NP	Vegetation		Acid Soluble Lignin, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Acid Soluble Lignin, plant tissue, grams per kilogram	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5059	5059	NP	Vegetation		Acid Insoluble Lignin, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Acid Insoluble Lignin, plant tissue, grams per kilogram	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5060	5060	NP	Vegetation		Crude Protein, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	crude protein	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5061	5061	NP	Vegetation		Ash, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Carbon, aboveground live, plant tissue, mean or single measurement	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5062	5062	NP	Vegetation		C Concentration, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Carbon, aboveground live, plant tissue, mean or single measurement	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5063	5063	NP	Vegetation		N Concentration, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Nitrogen in plant fraction, plant tissue	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
NP5064	5064	NP	Vegetation		P Concentration, plant tissue, grams per kilogram												.XLS, Access database						Vegetation	MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction	Phosphorus	Vegetation				Natural Resources, Earth and Environmental Sciences	biota	
