"","ID","RowID","LTARSite.Code","Category","DataSetVariableName","AttributeDescription","Units","TemporalResolution","TemporalResolutionStandard","StartDate","StartDateStandard","StartDateAgCROS","EndDate","EndDateStandard","EndDateAgCros","DateDif_yrs","ResponsiblePersons","StorageFormat","URLdataAccess","LocationIDoutsideNetwork","SpatialRepeats","SpatialDescription","PublicAccess","Network.Category","AgCROS.Table","AgCROS.VarName","NALT.Keywords","subsite","Repo.Name","Model.Name","NALT.Subject","ISO.Topic","Common.Experiment"
"15","ABS-UF",NA,"ABS-UF","Eddy Covariance","Net radiation","","W/m2","30 min","30 minute","2012","2012","2012-01-01","Present","now","2019-12-31",8,"",".dat files","",NA,"5","EC towers","Closed","Eddy Covariance","AmeriFlux, MeasGHGFlux","radiation, net, timestep, mean","Meteorology",NA,"NAL Met Data Dashboard",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"16","ABS-UF",NA,"ABS-UF","Eddy Covariance","Sensible heat flux","","W/m2","30 min","30 minute","2012","2012","2012-01-01","Present","now","2019-12-31",8,"",".dat files","",NA,"5","EC towers","Closed","Eddy Covariance","AmeriFlux, MeasGHGFlux","Heat, flux","Meteorology",NA,"NAL Met Data Dashboard",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"17","ABS-UF",NA,"ABS-UF","Eddy Covariance","Shortwave radiation","net, max, min","W/m2","30 min","30 minute","2012","2012","2012-01-01","Present","now","2019-12-31",8,"",".dat files","",NA,"5","EC towers","Closed","Eddy Covariance","AmeriFlux, MeasGHGFlux","ave_incoming_shortwave radiation","Meteorology",NA,"NAL Met Data Dashboard",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"18","ABS-UF",NA,"ABS-UF","Eddy Covariance","T dew","","C","30 min","30 minute","2012","2012","2012-01-01","Present","now","2019-12-31",8,"",".dat files","",NA,"5","EC towers","Closed","Eddy Covariance","AmeriFlux, MeasGHGFlux","Dew point, air, daily, mean","Meteorology",NA,"NAL Met Data Dashboard",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"19","ABS-UF",NA,"ABS-UF","Eddy Covariance","CH4 conc","","W/m2","30 min","30 minute","2016","2016","2016-01-01","Present","now","2019-12-31",4,"",".dat files","",NA,"5","EC towers","Closed","Meteorology","AmeriFlux","unresolved","Meteorology",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"20","ABS-UF",NA,"ABS-UF","Eddy Covariance","CH4 flux","","W/m2","30 min","30 minute","2016","2016","2016-01-01","Present","now","2019-12-31",4,"",".dat files","",NA,"5","EC towers","Closed","Meteorology","AmeriFlux","unresolved","Meteorology",NA,"NAL Met Data Dashboard",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"21","ABS-UF",NA,"ABS-UF","Evapotranspiration","height","evapotranspiration, shadehouse experiment","cm/day","weekly","1 week","2018-01-01","2018-01-01","2018-01-01","2018-12-31","2018-12-31","2018-12-31",1,"Amartya Saha","excel files","",NA,"1","shadehouse","Open","Meteorology","WeatherDaily, WeatherStation","Evaporation, open pan, no media, daily","Hydrology, Evapotranspiration",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"22","ABS-UF",NA,"ABS-UF","Evapotranspiration","weight","evapotranspiration, shadehouse experiment","g/day","3 times/week","0 day","2018-01-01","2018-01-01","2018-01-01","2018-12-31","2018-12-31","2018-12-31",1,"Amartya Saha","excel files","",NA,"1","shadehouse","Open","Meteorology","WeatherDaily, WeatherStation","unresolved","Hydrology, Evapotranspiration",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","climatologyMeteorologyAtmosphere",NA
"23","ABS-UF",NA,"ABS-UF","Forage","plant height","pre-burn, post-burn, post-stocking, biomass, aboveground","cm","Irregular","0 month","2016","2016","2016-01-01","Present","now","2019-12-31",4,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Plant Height","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"24","ABS-UF",NA,"ABS-UF","Forage","phosphorus","biomass, forage, hay, baseline P","%","Irregular","0 month","2016","2016","2016-01-01","Present","now","2019-12-31",4,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Phosphorus","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"25","ABS-UF",NA,"ABS-UF","Forage","productivity","pre-burn, post-burn, post-stocking, biomass, aboveground","g/m2","Irregular","0 month","2016","2016","2016-01-01","Present","now","2019-12-31",4,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"26","ABS-UF",NA,"ABS-UF","Forage","crude protein","variable stocking rate, biomass, aboveground","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","crude protein","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"27","ABS-UF",NA,"ABS-UF","Forage","in vitro organic matter digestibility","variable stocking rate, biomass, aboveground, ivomd","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","unresolved","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"28","ABS-UF",NA,"ABS-UF","Forage","phosphorus","variable stocking rate, biomass, aboveground","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Phosphorus","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"29","ABS-UF",NA,"ABS-UF","Forage","phosphorus","variable stocking rate, biomass, belowground","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Phosphorus","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"30","ABS-UF",NA,"ABS-UF","Forage","carbon","variable stocking rate, biomass, aboveground","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Carbon, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"31","ABS-UF",NA,"ABS-UF","Forage","carbon","variable stocking rate, biomass, belowground","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Carbon, belowground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"32","ABS-UF",NA,"ABS-UF","Forage","productivity","variable stocking rate, biomass, aboveground","kg/ha","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"33","ABS-UF",NA,"ABS-UF","Forage","productivity","variable stocking rate, biomass, belowground","kg/ha","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, belowground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"34","ABS-UF",NA,"ABS-UF","Forage","nitrogen","variable stocking rate, biomass, aboveground","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"35","ABS-UF",NA,"ABS-UF","Forage","nitrogen","variable stocking rate, biomass, belowground","%","monthly","1 month","1999","1999","1999-01-01","2003","2003","2003-12-31",5,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen, belowground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"36","ABS-UF",NA,"ABS-UF","Forage","productivity","biomass, aboveground, variable stocking rate, forage quality","g/m2","monthly","1 month","2016","2016","2015-01-01","Present","now","2019-12-31",5,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"37","ABS-UF",NA,"ABS-UF","Forage","in vitro organic matter digestibility","biomass, aboveground, variable stocking rate, forage quality","%","monthly","1 month","2016","2016","2010-01-01","Present","now","2019-12-31",10,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","unresolved","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"38","ABS-UF",NA,"ABS-UF","Forage","nitrogen","biomass, aboveground, variable stocking rate, forage quality","%","monthly","1 month","2016","2016","2010-01-01","Present","now","2019-12-31",10,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"39","ABS-UF",NA,"ABS-UF","Forage","organic matter","biomass, aboveground, variable stocking rate, forage quality","%","monthly","1 month","2016","2016","2010-01-01","Present","now","2019-12-31",10,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","unresolved","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"40","ABS-UF",NA,"ABS-UF","Forage","crude protein","biomass, aboveground, variable stocking rate, forage quality","%","monthly","1 month","2016","2016","2010-01-01","Present","now","2019-12-31",10,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","crude protein","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"41","ABS-UF",NA,"ABS-UF","Forage","phosphorus","biomass, aboveground, variable stocking rate, forage quality","%","monthly","1 month","2016","2016","2010-01-01","Present","now","2019-12-31",10,"","excel files, access db","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Phosphorus","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"42","ABS-UF",NA,"ABS-UF","Forage","crude protein","forage quality, biomass, RCREC","g/kg","Irregular","","2007","2007","2007-01-01","Present","now","2019-12-31",13,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","crude protein","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"43","ABS-UF",NA,"ABS-UF","Forage","digestibility","forage quality, biomass, RCREC","g/kg","Irregular","","2007","2007","2007-01-01","Present","now","2019-12-31",13,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","digestibility","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"44","ABS-UF",NA,"ABS-UF","Forage","lignin","forage quality, biomass, RCREC","g/kg","Irregular","","2007","2007","2007-01-01","Present","now","2019-12-31",13,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Lignin, biomass, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"45","ABS-UF",NA,"ABS-UF","Forage","productivity","biomass, RCREC, aboveground","kg/ha","Irregular","","2007","2007","2007-01-01","Present","now","2019-12-31",13,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"46","ABS-UF",NA,"ABS-UF","Forage","productivity","biomass, RCREC, belowground","kg/ha","Irregular","","2010","2010","","2011","","",0,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, belowground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"47","ABS-UF",NA,"ABS-UF","Forage","productivity","biomass, RCREC, belowground","kg/ha","Irregular","","2017","2017","","Present","","",0,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Biomass, belowground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"48","ABS-UF",NA,"ABS-UF","Forage","carbon","biomass, aboveground, litter, RCREC","g/kg","Irregular","","2007","2007","2007-01-01","Present","now","2019-12-31",13,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Carbon, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"49","ABS-UF",NA,"ABS-UF","Forage","nitrogen","biomass, aboveground, litter, RCREC","g/kg","Irregular","","2007","2007","2007-01-01","Present","now","2019-12-31",13,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen, aboveground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"50","ABS-UF",NA,"ABS-UF","Forage","phosphorus","biomass, aboveground, litter, RCREC","g/kg","Irregular","","2007","2007","2007-01-01","Present","now","2019-12-31",13,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Phosphorus","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"51","ABS-UF",NA,"ABS-UF","Forage","lignin","biomass, belowground, RCREC","g/kg","Irregular","","2010","2010","","2011","","",0,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Lignin, biomass, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"52","ABS-UF",NA,"ABS-UF","Forage","lignin","biomass, belowground, RCREC","g/kg","Irregular","","2017","2017","","Present","","",0,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Lignin, biomass, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"53","ABS-UF",NA,"ABS-UF","Forage","nitrogen","biomass, belowground, RCREC","g/kg","Irregular","","2010","2010","","2011","","",0,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen, belowground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"54","ABS-UF",NA,"ABS-UF","Forage","nitrogen","biomass, belowground, RCREC","g/kg","Irregular","","2017","2017","","Present","","",0,"","excel files","",NA,"16","pastures","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Nitrogen, belowground live, plant tissue, mean or single measurement","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"55","ABS-UF",NA,"ABS-UF","Forage","crude protein","pre-burn, post-burn, post-stocking, wetlands","%","Yearly","1 year","2006","2006","2006-01-01","2007","","",-106,"","excel files, access db","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","crude protein","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"56","ABS-UF",NA,"ABS-UF","Forage","Ca","wetlands, embedded wetlands in pastures, variable stocking rate","%","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Ca","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"57","ABS-UF",NA,"ABS-UF","Forage","Cu","wetlands, embedded wetlands in pastures, variable stocking rate","ppm","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Cu","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"58","ABS-UF",NA,"ABS-UF","Forage","Fe","wetlands, embedded wetlands in pastures, variable stocking rate","ppm","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Fe","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"59","ABS-UF",NA,"ABS-UF","Forage","fiber","wetlands, embedded wetlands in pastures, variable stocking rate","%","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Acid Detergent Fiber, plant tissue, grans per kilogram","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"60","ABS-UF",NA,"ABS-UF","Forage","horse digestible energy","wetlands, embedded wetlands in pastures, variable stocking rate","Mcal/lb","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Horse DE","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"61","ABS-UF",NA,"ABS-UF","Forage","horse total digestible nutrients","wetlands, embedded wetlands in pastures, variable stocking rate","%","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","horse tdn","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"62","ABS-UF",NA,"ABS-UF","Forage","in vitro digestibility","wetlands, embedded wetlands in pastures, variable stocking rate, in vitro digestibility of forage","%","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","ivtd [48h]","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"63","ABS-UF",NA,"ABS-UF","Forage","K","wetlands, embedded wetlands in pastures, variable stocking rate","%","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","K","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
"64","ABS-UF",NA,"ABS-UF","Forage","Mb","wetlands, embedded wetlands in pastures, variable stocking rate","ppm","Yearly","0 year","2006","2006","2006-01-01","2007","","",-106,"","excel files","",NA,"40","wetlands","Open","Vegetation","MeasGrazingPlants, MeasResidueMgt, MeasHarvestFraction","Mb","Vegetation, Grazing, Biomass",NA,"",NA,"Natural Resources, Earth and Environmental Sciences","biota",NA
